GLOTTOCODE,longitude,latitude,LID,autotyp.language,glottolog.language.x,subarea,area,continent,continent.revised,area.revised,continent.change,area.change,glottolog.stock,ISO.g,glottolog.language.y
kung1260,10.2073,6.53881,0,,Kung,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kfl,Kung [kung1260][kfl]
kung1261,18,-19.67,148,!Kung,Kung-Ekoka,,S Africa,Africa,Africa,S Africa,0,0,Kxa [kxaa1236],knw,Kung-Ekoka [kung1261][knw]
kung1261,19,-18,579,!Xu,Kung-Ekoka,,S Africa,Africa,Africa,S Africa,0,0,Kxa [kxaa1236],knw,Kung-Ekoka [kung1261][knw]
kung1262,141.144,-17.6255,0,,Kunggara,,N Australia,Australia,Australia,N Australia,0,0,Bookkeeping [book1242],kvs,Kunggara [kung1262][kvs]
kuni1263,146.874,-8.66368,0,,Kuni (Nuclear West Central Papuan),,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Austronesian [aust1307],kse,Kuni {Nuclear West Central Papuan} [kuni1263][kse]
kuni1265,141.33,-7,38,Boazi,Kuni-Boazi,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Anim [anim1240],kvg,Kuni-Boazi [kuni1265][kvg]
kuni1267,146.83,-8,1836,Kunimaipa,Kunimaipa,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Goilalan [goil1242],kup,Kunimaipa [kuni1267][kup]
kuni1268,128.068,26.5911,0,,Kunigami,,N Coast Asia,N-C Asia,N-C Asia,N Coast Asia,0,0,Japonic [japo1237],xug,Kunigami [kuni1268][xug]
kunj1245,142.5,-16.5,1764,Kunjen,Kunjen,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],kjn,Kunjen [kunj1245][kjn]
kunj1246,141.424,-8.92289,0,,Kunja,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Morehead-Wasur [more1255],pep,Kunja [kunj1246][pep]
kuny1238,12.5197,-3.69702,0,,Kunyi,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],njx,Kunyi [kuny1238][njx]
kunz1244,-69,-23,1839,Atacameo,Kunza,,Andean,S America,S America,Andean,0,0,Kunza [kunz1244][kuz],kuz,Kunza [kunz1244][kuz]
kuoo1238,15.5,8,1749,Koh (Lakka),Kuo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],xuo,Kuo [kuoo1238][xuo]
kuot1243,151.5,-3.05,1828,Kuot,Kuot,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Kuot [kuot1243][kto],kto,Kuot [kuot1243][kto]
kupa1238,6.35806,8.48437,0,,Kupa,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kug,Kupa [kupa1238][kug]
kupa1239,123.63,-10.2526,0,,Kupang Malay,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],mkn,Kupang Malay [kupa1239][mkn]
kupi1238,79.5153,16.4708,0,,Kupia,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],key,Kupia [kupi1238][key]
kups1238,34.58,1.33,1809,Sebei,Kupsabiny,,S Africa,Africa,Africa,S Africa,0,0,Nilotic [nilo1247],kpz,Kupsabiny [kups1238][kpz]
kura1248,1.49505,9.43401,0,,Kura Ede Nago,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],nqk,Kura Ede Nago [kura1248][nqk]
kura1249,7.93507,10.4766,0,,Kurama,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],krh,Kurama [kura1249][krh]
kura1250,-11.25,9.33,1745,Koranko,Kuranko,,African Savannah,Africa,Africa,African Savannah,0,0,Mande [mand1469],knk,Kuranko [kura1250][knk]
kuri1256,75.5203,11.8226,0,,Kurichiya,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],kfh,Kurichiya [kuri1256][kfh]
kuri1259,34.5049,-1.50636,0,,Kuria,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],kuj,Kuria [kuri1259][kuj]
kuri1260,134.098,-2.80683,0,,Kuri,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],nbn,Kuri [kuri1260][nbn]
kurm1243,87.3205,26.9175,0,,Kurmukar,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],kfv,Kurmukar [kurm1243][kfv]
kurr1243,117.51,-22.2134,0,,Kurrama,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],vku,Kurrama [kurr1243][vku]
kurr1245,131.986,-5.34077,0,,Kur (Indonesia),,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],kuv,Kur {Indonesia} [kurr1245][kuv]
kurt1248,90.9822,27.5365,0,,Kurtokha,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],xkz,Kurtokha [kurt1248][xkz]
kurt1250,147.036,-2.01187,0,,Kurti,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],ktm,Kurti [kurt1250][ktm]
kuru1302,85.5,22.83,1843,Kurukh,Kurukh,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],kru,Kurukh [kuru1302][kru]
kuru1302,88,26.5,2881,Kisan,Kurukh,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],kru,Kurukh [kuru1302][kru]
kuru1305,137.018,-1.8444,0,,Kurudu,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],kjr,Kurudu [kuru1305][kjr]
kuru1309,-52.2303,-3.09561,0,,Kuruya,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],kyr,Kuruáya [kuru1309][kyr]
kusa1250,-0.38756,10.9703,0,,Kusaal,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kus,Kusaal [kusa1250][kus]
kusa1251,157.463,-8.04056,0,,Kusaghe,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],ksg,Kusaghe [kusa1251][ksg]
kush1236,10.9396,9.40731,0,,Kushi,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],kuh,Kushi [kush1236][kuh]
kust1238,-53.15,-14.9,0,,Kustenau,,NE South America,S America,S America,NE South America,0,0,Arawakan [araw1281],'Kustenau [kust1238]',Kustenau [kust1238]
kusu1250,84.67,28,1739,Kusunda,Kusunda,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Kusunda [kusu1250][kgg],kgg,Kusunda [kusu1250][kgg]
kusu1252,25.2923,-3.61459,0,,Kusu,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],ksv,Kusu [kusu1252][ksv]
kuta1241,84.93,28.3808,0,,Kutang Ghale,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],ght,Kutang Ghale [kuta1241][ght]
kute1248,10.15,7.18,3050,Kutep,Kutep,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kub,Kutep [kute1248][kub]
kute1249,-116,49.5,150,Kutenai,Kutenai,,Basin and Plains,E N America,W N America,Basin and Plains,1,0,Kutenai [kute1249][kut],kut,Kutenai [kute1249][kut]
kuth1240,140.958,-17.4566,0,,Kuthant,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],xut,Kuthant [kuth1240][xut]
kutt1236,11.4953,10.7074,0,,Kutto,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],kpa,Kutto [kutt1236][kpa]
kutu1262,7.96524,10.1485,0,,Kuturmi,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],khj,Kuturmi [kutu1262][khj]
kutu1263,37.8623,-7.23789,0,,Kutu,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],kdc,Kutu [kutu1263][kdc]
kuuk1238,143.08,-12.58,2354,Kuuku Ya'u,Kuuku-Ya'u,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],kuy,Kuuku-Ya\u [kuuk1238][kuy]
kuun1236,143.5365228,-24.75108713,0,,Kuungkari of Barcoo River,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],'Kuungkari of Barcoo River [kuun1236]',Kuungkari of Barcoo River [kuun1236]
kuvi1243,82.67,18.75,1851,Kuvi,Kuvi,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],kxv,Kuvi [kuvi1243][kxv]
kuwa1246,-16.7484,12.4825,0,,Kuwaataay,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],cwt,Kuwaataay [kuwa1246][cwt]
kuwa1247,-9.9765,7.54885,0,,Kuwaa,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],blh,Kuwaa [kuwa1247][blh]
kuyu1236,-64,-11.75,0,,Kuyubi,,NE South America,S America,S America,NE South America,0,0,Chapacuran [chap1271],'Kuyubi [kuyu1236]',Kuyubi [kuyu1236]
kuyy1240,104.911,14.6698,0,,Kuy,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austroasiatic [aust1305],kdt,Kuy [kuyy1240][kdt]
kven1236,29.5434,69.3772,0,,Kven Finnish,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Uralic [ural1272],fkv,Kven Finnish [kven1236][fkv]
kwaa1262,11.4439,9.42222,0,,Kwa,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kwb,Kwa [kwaa1262][kwb]
kwaa1265,10.3453,4.88273,0,,Kwa',,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bko,Kwa\ [kwaa1265][bko]
kwaa1269,11,10.42,1821,Kwami,Kwaami,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],ksq,Kwaami [kwaa1269][ksq]
kwad1244,12,-16,151,Kwadi,Kwadi,,S Africa,Africa,Africa,S Africa,0,0,Khoe-Kwadi [khoe1240],kwz,Kwadi [kwad1244][kwz]
kwad1248,35.1828,-4.00743,0,,Kw'adza,,S Africa,Africa,Africa,S Africa,0,0,Afro-Asiatic [afro1255],wka,Kw\adza [kwad1248][wka]
kwai1243,161,-8.95,1847,Kwaio,Kwaio,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],kwd,Kwaio [kwai1243][kwd]
kwaj1242,10.9943,6.63304,0,,Kwaja,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kdz,Kwaja [kwaj1242][kdz]
kwak1264,11.1087,6.66524,0,,Kwak,,African Savannah,Africa,Africa,African Savannah,0,0,Bookkeeping [book1242],kwq,Kwak [kwak1264][kwq]
kwak1266,13.6446,4.34393,0,,Kwakum,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],kwu,Kwakum [kwak1266][kwu]
kwak1269,-127,51,152,Kwakwala,Kwakiutl,,Alaska-Oregon,W N America,W N America,Alaska-Oregon,0,0,Wakashan [waka1280],kwk,Kwakiutl [kwak1269][kwk]
kwam1249,34.2457,9.50836,0,,Kwama,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Koman [koma1264],kmq,Kwama [kwam1249][kmq]
kwam1250,27.4633,-1.53712,0,,Kwami,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],ktf,Kwami [kwam1250][ktf]
kwam1251,15.7294,-18.0339,0,,Kwambi,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],kwm,Kwambi [kwam1251][kwm]
kwam1252,169.42,-19.58,2593,Kwamera,Kwamera,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],tnk,Kwamera [kwam1252][tnk]
kwam1254,141.889,-3.44911,0,,Kwamtim One,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],okk,Kwamtim One [kwam1254][okk]
kwan1273,19.5,-18,1849,Kwangali,Kwangali,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],kwn,Kwangali [kwan1273][kwn]
kwan1276,11.6931,6.30293,0,,Kwanja,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],knp,Kwanja [kwan1276][knp]
kwan1278,142.711,-3.74263,0,,Kwanga (Papua New Guinea),,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Sepik [sepi1257],kwj,Kwanga {Papua New Guinea} [kwan1278][kwj]
kwan1285,16.5129,10.1181,0,,Kwang,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],kvi,Kwang [kwan1285][kvi]
kwar1239,160.804,-8.75779,0,,Kwara'ae,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],kwf,Kwara\ae [kwar1239][kwf]
kwas1243,10.17,3,2187,Bujeba,Kwasio,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],nmg,Kwasio [kwas1243][nmg]
kwat1244,145.629,-5.53799,0,,Kwato,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],kop,Kwato [kwat1244][kop]
kway1241,33.71,-1.80737,0,,Kwaya,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],kya,Kwaya [kway1241][kya]
kwaz1243,-60.67,-12.58,780,Kwaz,Kwaza,,NE South America,S America,S America,NE South America,0,0,Kwaza [kwaz1243][xwa],xwa,Kwaza [kwaz1243][xwa]
kweg1241,36.08,7,2772,Koegu,Kwegu,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Surmic [surm1244],xwg,Kwegu [kweg1241][xwg]
kwer1261,38.4449,-6.50666,0,,Kwere,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],cwe,Kwere [kwer1261][cwe]
kwer1263,138.436,-2.56457,0,,Kwerba Mamberamo,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Kwerbic [kwer1242],xwr,Kwerba Mamberamo [kwer1263][xwr]
kwer1264,138.135,-2.99145,0,,Kwerisa,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Lakes Plain [lake1255],kkb,Kwerisa [kwer1264][kkb]
kwer1265,140.012,-5.02008,0,,Kwer,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],kwr,Kwer [kwer1265][kwr]
kwes1244,18.5759,-5.60445,0,,Kwese,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],kws,Kwese [kwes1244][kws]
kwes1245,138.853,-2.03622,0,,Kwesten,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Tor-Orya [toro1256],kwt,Kwesten [kwes1245][kwt]
kwin1241,126.67,-14.25,1584,Gunin,Kwini,,N Australia,Australia,Australia,N Australia,0,0,Worrorran [worr1236],gww,Kwini [kwin1241][gww]
kwin1243,-56.1266,5.1323,0,,Kwinti,,NE South America,S America,S America,NE South America,0,0,Indo-European [indo1319],kww,Kwinti [kwin1243][kww]
kwom1262,142.75,-4.17,1784,Kwoma,Kwoma,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Sepik [sepi1257],kmo,Kwoma [kwom1262][kmo]
kxau1241,21.1793,-21.0554,0,,Kx'ao'ae,,S Africa,Africa,Africa,S Africa,0,0,Kxa [kxaa1236],aue,Kx\ao\ae [kxau1241][aue]
kxoe1243,22.5,-17.5,652,Khoe,Kxoe,,S Africa,Africa,Africa,S Africa,0,0,Khoe-Kwadi [khoe1240],xuu,Kxoe [kxoe1243][xuu]
kyak1243,11.2785,9.51524,0,,Kyak,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bka,Kyak [kyak1243][bka]
kyak1244,144.08,-5.55,1852,Kyaka,Kyaka,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],kyc,Kyaka [kyak1244][kyc]
kyen1242,3.58651,11.5953,0,,Kyenga,,African Savannah,Africa,Africa,African Savannah,0,0,Mande [mand1469],tye,Kyenga [kyen1242][tye]
kyen1243,143.855,-4.66964,0,,Kyenele,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Yuat [yuat1252],kql,Kyenele [kyen1243][kql]
kyer1238,37.83,5.83,1812,Koyra,Kyerung,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Sino-Tibetan [sino1245],kgy,Kyerung [kyer1238][kgy]
kyer1238,85.16,28.28,720,Tibetan (Kyirong),Kyerung,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],kgy,Kyerung [kyer1238][kgy]
laal1241,-3.17735,11.6524,0,,L L Bwamu,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],bwj,Láá Láá Bwamu [laal1241][bwj]
laal1242,17.67,10,1530,Laal,Laal,,African Savannah,Africa,Africa,African Savannah,0,0,Laal [laal1242][gdm],gdm,Laal [laal1242][gdm]
laar1238,14.756,-6.56,0,,Laari,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],ldi,Laari [laar1238][ldi]
laba1241,127.583,1.66675,0,,Laba,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Bookkeeping [book1242],lau,Laba [laba1241][lau]
labe1239,152.678,-4.46971,0,,Label,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],lbb,Label [labe1239][lbb]
labi1244,15.2895,7.85817,0,,La'bi,,African Savannah,Africa,Africa,African Savannah,0,0,Speech Register [spee1234],lbi,La\bi [labi1244][lbi]
labi1245,9.59527,10.4847,0,,Labir,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],jku,Labir [labi1245][jku]
labo1243,103.733,23.591,0,,Labo Phowa,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],ypb,Labo Phowa [labo1243][ypb]
labo1244,167.442,-16.4291,0,,Labo,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],mwi,Labo [labo1244][mwi]
labu1248,146.92,-6.75,3157,Labu,Labu,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],lbu,Labu [labu1248][lbu]
labu1249,117.507,5.51924,0,,Labuk-Kinabatangan Kadazan,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],dtb,Labuk-Kinabatangan Kadazan [labu1249][dtb]
laca1243,-91.5,17,1861,Lacandn,Lacandon,,Mesoamerica,C America,C America,Mesoamerica,0,0,Mayan [maya1287],lac,Lacandon [laca1243][lac]
lach1248,104.83,22.67,1870,Lachi,Lachi,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Tai-Kadai [taik1256],lbt,Lachi [lach1248][lbt]
lach1249,-96.9318,16.7215,0,,Lachixo Zapotec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],zpl,Lachixío Zapotec [lach1249][zpl]
lach1250,-95.5367,16.5772,0,,Lachiguiri Zapotec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],zpa,Lachiguiri Zapotec [lach1250][zpa]
lada1244,78,34,548,Ladakhi,Ladakhi,Himalaya,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],lbj,Ladakhi [lada1244][lbj]
ladi1250,11.92,46.58,1895,Ladin,Ladin,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],lld,Ladin [ladi1250][lld]
ladi1251,33,40,2465,Ladino,Ladino,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Indo-European [indo1319],lad,Ladino [ladi1251][lad]
laek1243,142.237,-3.69618,0,,Laeko-Libuat,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],lkl,Laeko-Libuat [laek1243][lkl]
lafo1243,31.25,10.25,1863,Lafofa,Lafofa,,African Savannah,Africa,Africa,African Savannah,0,0,Lafofa [lafo1243][laf],laf,Lafofa [lafo1243][laf]
lagh1245,103.929,22.2674,0,,Laghuu,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],lgh,Laghuu [lagh1245][lgh]
lagh1246,158.961,-8.00509,0,,Laghu,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lgb,Laghu [lagh1246][lgb]
lagw1237,14.83,11.5,1797,Lagwan,Lagwan,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],kot,Lagwan [lagw1237][kot]
laha1250,103.92,21.58,1885,Laha,Laha (Viet Nam),,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Tai-Kadai [taik1256],lha,Laha {Viet Nam} [laha1250][lha]
laha1251,128.073,-3.70755,0,,Laha (Indonesia),,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lhh,Laha {Indonesia} [laha1251][lhh]
laha1253,113.947,2.72734,0,,Lahanan,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],lhn,Lahanan [laha1253][lhn]
laht1236,97.3791,20.1797,0,,Lahta Karen,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Bookkeeping [book1242],kvt,Lahta Karen [laht1236][kvt]
lahu1250,77,32.583,0,,Lahul Lohar,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],lhl,Lahul Lohar [lahu1250][lhl]
lahu1252,100.97,21.2078,0,,Lahu Shi,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],lhi,Lahu Shi [lahu1252][lhi]
lahu1253,98.17,20,225,Lahu,Lahu,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],lhu,Lahu [lahu1253][lhu]
laim1240,10.1427,6.28158,0,,Laimbue,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],lmx,Laimbue [laim1240][lmx]
laiy1246,120.483,-6.45512,0,,Laiyolo,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lji,Laiyolo [laiy1246][lji]
laka1252,11.228,9.14965,0,,Laka (Nigeria),,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],lak,Laka {Nigeria} [laka1252][lak]
laka1254,16.0193,7.78997,0,,Laka (Chad),,African Savannah,Africa,Africa,African Savannah,0,0,Central Sudanic [cent2225],lap,Laka {Chad} [laka1254][lap]
laka1255,125.716,-8.86372,0,,Lakalei,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lka,Lakalei [laka1255][lka]
lake1258,-122.67,38.92,1902,Miwok (Lake),Lake Miwok,,California,W N America,W N America,California,0,0,Miwok-Costanoan [miwo1274],lmw,Lake Miwok [lake1258][lmw]
lakh1240,90.3336,27.6325,0,,Lakha,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],lkh,Lakha [lakh1240][lkh]
laki1244,47.9398,34.0103,0,,Laki,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Indo-European [indo1319],lki,Laki [laki1244][lki]
lakk1238,110.17,24.08,1867,Lakkia,Lakkia,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Tai-Kadai [taik1256],lbc,Lakkia [lakk1238][lbc]
lakk1252,47.11,42.17,155,Lak,Lak,Caucasus,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Nakh-Daghestanian [nakh1245],lbe,Lak [lakk1252][lbe]
lako1244,-5.42,5.83,1320,Vata,Lakota Dida,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],dic,Lakota Dida [lako1244][dic]
lako1245,167.472,-14.213,0,,Lakon,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lkn,Lakon [lako1245][lkn]
lako1247,-101.83,43.83,156,Lakhota,Lakota,,Basin and Plains,E N America,E N America,Basin and Plains,0,0,Siouan [siou1252],lkt,Lakota [lako1247][lkt]
lako1248,-59.9925,-13.2396,0,,Lakond,,NE South America,S America,S America,NE South America,0,0,Nambiquaran [namb1299],lkd,Lakondê [lako1248][lkd]
lala1261,12.169,9.89429,0,,Lala-Roba,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],lla,Lala-Roba [lala1261][lla]
lala1264,30.2297,-12.945,0,,Lala-Bisa,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],leb,Lala-Bisa [lala1264][leb]
lala1268,146.75,-8.92,2202,Ala'ala,Lala (Papua New Guinea),,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Austronesian [aust1307],nrz,Lala {Papua New Guinea} [lala1268][nrz]
lala1270,-96.0064,17.5825,0,,Lalana Chinantec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],cnl,Lalana Chinantec [lala1270][cnl]
lali1242,23.3634,-1.11711,0,,Lalia,,S Africa,Africa,Africa,S Africa,0,0,Bookkeeping [book1242],lal,Lalia [lali1242][lal]
lama1275,0.833293,8.66954,0,,Lama (Togo),,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],las,Lama {Togo} [lama1275][las]
lama1277,122.92,-8.25,157,Lamaholot,Lamaholot,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],slp,Lamaholot [lama1277][slp]
lama1278,123.442,-8.53225,0,,Lamalera,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lmr,Lamalera [lama1278][lmr]
lama1279,123.586,-8.39374,0,,Lamatuka,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],lmq,Lamatuka [lama1279][lmq]
lama1288,13.58,11.25,1605,Lamang,Lamang,,African Savannah,Africa,Africa,African Savannah,0,0,Afro-Asiatic [afro1255],hia,Lamang [lama1288][hia]
lama1289,98.4694,27.6237,0,,Lama (Myanmar),,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Bookkeeping [book1242],lay,Lama {Myanmar} [lama1289][lay]
lama1290,107.336,14.3658,0,,Lamam,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Bookkeeping [book1242],lmm,Lamam [lama1290][lmm]
lamb1269,77,17,1901,Lamani,Lambadi,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],lmn,Lambadi [lamb1269][lmn]
lamb1271,28,-13,1860,Lamba,Lamba,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],lam,Lamba [lamb1271][lam]
